-3.260428,1.692186,-4.321579,0.375977,-1.254488,0.823201,-1.363136,-0.678319,1.204819,1.343339,2.257368,0.640191,-3.321684,-0.660717,-1.072435,0.582179,2.843882,1.241326,2.277105,-1.176033,-0.950605,-3.522294,-2.403818,3.790007,2.150109,-5.424522,0.552034,-2.788152,-0.843607,-4.886017,-1.345881,-2.096305,1.991625,-1.811941,-0.432171,-0.971184,0.049445,-2.732858,-4.003944,-2.135235,-3.754314,-1.759989,1.762207,3.312029,-2.608215,0.385112,-4.261097,-6.399773
-3.138546,3.041733,-3.043065,3.974478,0.642414,-0.696225,5.150738,0.024011,2.423729,-1.414619,-3.091705,4.822739,-1.266171,2.273481,-0.037200,3.716504,-1.914694,0.301951,-4.322081,-2.772089,3.626035,-1.171160,-1.024502,-1.268264,-0.046351,-1.393748,-0.781244,1.152348,-3.526719,-0.082741,1.116639,-2.903469,-1.674073,2.945056,-3.614929,2.872487,-2.111598,-1.676588,3.073722,1.314337,0.108477,-0.286059,-2.166635,-0.456760,-3.488817,-0.705466,-0.965175,-0.288606
-4.603465,1.408525,3.565384,2.782082,-5.970207,1.630844,-2.900029,-0.782033,-4.144800,3.161338,2.922023,-6.391796,-4.529987,-2.193740,-0.148117,-0.162033,-2.976280,1.543125,2.105873,-1.585741,-1.247121,-2.460640,2.334429,-4.827839,1.431540,0.245334,6.164741,3.428845,2.069188,-4.285633,2.764477,-1.091923,-1.514184,-4.118715,1.009365,-1.429227,-1.717123,-2.841175,-0.797880,2.458907,1.995420,-1.520401,-2.600439,2.611508,-3.530401,-0.541538,0.780668,0.247431
-3.878465,-0.886764,-3.665726,3.231493,-3.428301,1.101898,-1.391816,-2.573995,2.111924,-2.172480,-2.562561,-2.660783,1.162071,-1.328570,-5.740490,0.955112,-1.597092,-4.952948,4.096753,-2.080753,1.689870,3.916057,1.029814,0.626474,-2.906546,-2.878685,-3.549216,-3.344601,0.374724,-2.954286,-3.837931,0.930679,-0.552895,-1.717032,-4.860382,3.054188,1.403079,2.682841,-2.188412,-4.317332,2.517866,5.005167,-3.969429,-4.343462,1.109191,3.797548,-1.272683,0.741332
-3.552064,1.742182,2.885215,3.483018,4.681759,-3.618342,-1.739729,1.247731,-0.438970,-0.043959,0.762201,1.763195,-3.601646,-0.435211,-5.662890,-7.524821,0.652920,-2.215143,-0.158454,4.862123,7.049790,-2.111632,-1.293875,-3.039315,1.403958,-4.199671,-1.289100,-2.083181,-5.715361,1.101467,-2.183551,4.020495,-0.615837,-3.957560,-5.900794,1.778527,-4.004820,-1.035360,-1.101490,-1.046052,-0.541309,-2.171712,3.111338,-1.334775,-1.530608,-2.124044,-3.399111,-0.007093
-2.868936,-0.532995,-1.439223,-6.098928,-0.949463,-1.027910,6.480699,-3.825326,0.911880,-2.854431,0.043609,0.519002,-3.482624,-5.721288,3.412323,1.755918,-4.460895,4.351258,-1.846172,1.212500,-1.382086,3.091686,-5.528841,-3.559046,1.705253,-0.808125,-0.563321,0.638677,-0.221516,3.221343,-0.362918,0.181032,-0.941507,4.231147,6.834485,-3.975322,-1.078823,2.255924,-0.506887,1.539065,-1.813360,-5.605517,3.677955,-4.351701,3.841799,1.475887,-1.152051,3.728271
-4.762989,-5.563330,1.890676,-4.417741,0.249679,2.927337,0.631898,-0.488845,2.717868,-0.472512,2.755694,2.834119,-1.772206,1.456235,0.876510,-0.629379,2.455098,-0.769073,-1.961644,-4.725010,-2.471254,-2.882140,-0.316746,-3.829012,-3.140547,-1.012813,-1.175779,1.387419,-1.485114,-3.518528,-2.776083,3.947094,1.643387,-1.543437,-1.712128,0.713287,-0.524605,-3.813044,0.841154,1.141454,-2.628496,-2.096839,1.176737,-3.425357,-3.640063,-1.259671,0.756754,-7.996270
-1.991902,0.878096,-1.730733,0.979860,1.714871,-6.569831,-5.262754,-0.522724,-2.850445,-2.330342,-2.624614,2.539859,-1.550429,3.033792,-0.089744,-3.746786,1.137009,-1.985192,-0.274753,1.373479,-3.091438,-2.902359,-1.069554,3.077914,0.527920,5.934212,-4.226079,-6.430896,0.741472,2.805381,3.178555,0.107949,-0.601171,0.621237,-0.959426,-2.236598,1.753154,-2.025893,-2.843927,3.534495,0.238840,0.434786,-3.922856,-1.125885,0.934783,-0.978309,3.396007,-3.018577
-5.134863,-1.949282,-3.240307,-2.418542,1.805078,-2.426064,-3.964930,-6.222970,-3.682020,3.031092,-2.039607,-1.950141,-1.932264,-2.165068,-2.450863,4.458712,-4.185562,-4.454295,-1.324437,1.899363,-2.276060,-3.119814,2.473841,-0.500274,-3.048965,-2.445945,-7.543071,-1.553550,-0.145091,-1.123466,-3.670731,-0.831134,-4.257763,-1.482223,-3.813838,-2.422379,-3.112792,-4.504509,1.098846,-2.607174,-2.323655,-1.255839,3.354587,2.051447,-2.387423,-2.263318,1.164854,-1.684834
-7.433337,-0.475381,-2.903286,-2.611096,-2.810815,-5.079353,-0.283919,2.269758,0.636093,-1.702378,1.533395,-3.486781,-5.918033,1.711397,-5.033808,-3.624359,1.549098,-2.711110,-0.578763,0.629236,-8.105885,1.523716,2.373459,-2.271581,0.784298,-7.816549,0.123277,2.154103,6.051184,0.022040,-3.042715,-4.324295,1.277769,1.334181,-2.603260,-2.866516,1.242987,2.736488,1.889996,-3.001437,0.378166,-3.605384,5.149108,-0.633664,-0.055455,1.898027,-5.145870,2.020450
